"","geometry","elevation","elev_units"
"42968",c(-103.948889, 19.444167),2165,"meters"
"42969",c(-103.956667, 19.491667),1912,"meters"
"42970",c(-103.944722, 19.437778),2165,"meters"
"42971",c(-104.410833, 19.784722),1465,"meters"
"42972",c(-104.4675, 19.854444),2029,"meters"
"42973",c(-104.225, 19.822222),1046,"meters"
"42974",c(-104.262778, 19.630556),1501,"meters"
"42975",c(-104.391667, 19.708333),1206,"meters"
"42976",c(-104.3375, 19.676944),1135,"meters"
"42977",c(-104.468333, 19.748056),1052,"meters"
"42978",c(-104.208333, 19.608333),1765,"meters"
"42979",c(-104.208333, 19.575),1928,"meters"
"42980",c(-104.275, 19.591667),1751,"meters"
"42981",c(-104.298889, 19.485278),749,"meters"
"42982",c(-104.348611, 19.855833),1467,"meters"
"42983",c(-104.353889, 19.854722),1467,"meters"
"42984",c(-104.241667, 19.625),1416,"meters"
"42985",c(-104.2125, 19.608333),1765,"meters"
"42986",c(-104.346944, 19.46),728,"meters"
"42987",c(-104.195833, 19.641667),1305,"meters"
"42988",c(-104.347778, 19.854722),1467,"meters"
"42989",c(-103.1806795, 19.6804449),1407,"meters"
"42990",c(-104.3375, 19.676944),1135,"meters"
"42991",c(-104.275, 19.3925),753,"meters"
"42992",c(-104.303333, 19.688611),1070,"meters"
"42993",c(-104.158333, 19.558333),2304,"meters"
"42994",c(-103.8119181, 21.8638559),1522,"meters"
"42995",c(-104.1071634, 19.2772756),854,"meters"
"42996",c(-104.43, 19.816111),1748,"meters"
"42997",c(-103.858333, 19.358333),1259,"meters"
"42998",c(-104.175, 19.475),1450,"meters"
"42999",c(-103.973333, 19.426667),1684,"meters"
"43000",c(-104.391111, 19.597222),881,"meters"
"43001",c(-104.047225, 19.259414),1146,"meters"
"43002",c(-104.391667, 19.69),1154,"meters"
"43003",c(-104.375, 19.691667),1154,"meters"
"43004",c(-104.4375, 19.711111),1262,"meters"
"43005",c(-104.108333, 19.3925),1014,"meters"
"43006",c(-104.058333, 19.521111),1680,"meters"
"43007",c(-104.325, 19.641667),1445,"meters"
"43008",c(-104.306667, 19.610556),1652,"meters"
"43009",c(-104.419167, 19.818333),1748,"meters"
"43010",c(-104.384444, 19.676667),1154,"meters"
"43011",c(-104.198333, 19.464167),1450,"meters"
"43012",c(-104.258333, 19.508333),1364,"meters"
"43013",c(-103.975, 19.441667),1684,"meters"
"43014",c(-104.091667, 19.408333),1014,"meters"
"43015",c(-104.275, 19.6),1751,"meters"
"43016",c(-104.125, 19.491667),1607,"meters"
"43017",c(-103.929444, 19.461944),1978,"meters"
"43018",c(-104.4675, 19.854444),2029,"meters"
"43019",c(-104.169444, 19.472222),1450,"meters"
"43020",c(-104.317229, 19.497223),749,"meters"
"43021",c(-104.269444, 19.590833),1751,"meters"
"43022",c(-104.8746669, 20.6846683),1472,"meters"
"43023",c(-104.275, 19.625),1501,"meters"
"43024",c(-104.258333, 19.591667),1751,"meters"
"43025",c(-104.841753, 20.158541),562,"meters"
"43026",c(-104.241667, 19.558333),1928,"meters"
"43027",c(-104.403611, 19.586111),881,"meters"
"43028",c(-104.258333, 19.525),1364,"meters"
"43029",c(-104.428889, 19.594444),430,"meters"
"43030",c(-104.191667, 19.475),1450,"meters"
"43031",c(-104.252778, 19.532222),1364,"meters"
"43032",c(-100.912222, 25.244167),2555,"meters"
"43033",c(-104.275, 19.591667),1751,"meters"
"43034",c(-104.275, 19.525),1364,"meters"
"43035",c(-104.108333, 19.491667),1562,"meters"
"43036",c(-104.375, 19.558333),907,"meters"
"43037",c(-104.091667, 19.408333),1014,"meters"
"43038",c(-104.341667, 19.608333),1362,"meters"
"43039",c(-104.126389, 19.594444),1874,"meters"
"43040",c(-104.239722, 19.526944),1751,"meters"
"43041",c(-104.258333, 19.591667),1751,"meters"
"43042",c(-104.3025, 19.607778),1652,"meters"
"43043",c(-104.241667, 19.558333),1928,"meters"
"43044",c(-104.258333, 19.5875),1751,"meters"
"43045",c(-104.233333, 19.580556),1928,"meters"
"43046",c(-104.175, 19.475),1450,"meters"
"43047",c(-104.291667, 19.608333),1652,"meters"
"43048",c(-104.284722, 19.620833),1652,"meters"
"43049",c(-104.241667, 19.551944),1928,"meters"
"43050",c(-104.275, 19.591667),1751,"meters"
"43051",c(-104.258333, 19.591667),1751,"meters"
"43052",c(-104.125, 19.593333),1874,"meters"
"43053",c(-104.275, 19.575),1683,"meters"
"43054",c(-104.225, 19.576389),1928,"meters"
"43055",c(-104.275, 19.591667),1751,"meters"
"43056",c(-103.954167, 19.458333),1912,"meters"
"43057",c(-104.270556, 19.631667),1501,"meters"
"43058",c(-104.281944, 19.5875),1751,"meters"
"43059",c(-103.95, 19.449167),1684,"meters"
"43060",c(-103.950278, 19.447778),1684,"meters"
"43061",c(-104.225, 19.575),1928,"meters"
"43062",c(-104.269444, 19.590833),1751,"meters"
"43063",c(-104.258333, 19.591667),1751,"meters"
"43064",c(-104.275, 19.6),1751,"meters"
"43065",c(-104.263889, 19.572222),1683,"meters"
"43066",c(-104.241667, 19.558333),1928,"meters"
"43067",c(-104.402778, 19.591667),881,"meters"
"43068",c(-104.275, 19.591667),1751,"meters"
"43069",c(-103.968611, 19.456111),1912,"meters"
"43070",c(-104.1071634, 19.2772756),854,"meters"
"43071",c(-104.191667, 19.475),1450,"meters"
"43072",c(-104.158333, 19.480556),1607,"meters"
"43073",c(-104.047225, 19.259414),1146,"meters"
"43074",c(-104.272222, 19.597778),1751,"meters"
"43075",c(-104.125, 19.491667),1607,"meters"
"43076",c(-104.116667, 19.483333),1562,"meters"
"43077",c(-104.129444, 19.863333),1174,"meters"
"43078",c(-104.108333, 19.3925),1014,"meters"
"43079",c(-104.302778, 19.508333),991,"meters"
"43080",c(-104.127222, 19.493333),1607,"meters"
"43081",c(-104.391111, 19.597222),881,"meters"
"43082",c(-104.258333, 19.508333),1364,"meters"
"43083",c(-104.298889, 19.485278),749,"meters"
"43084",c(-103.958333, 19.520833),1715,"meters"
"43085",c(-103.941667, 19.458333),1978,"meters"
"43086",c(-103.958333, 19.458333),1912,"meters"
"43087",c(-103.948889, 19.4925),1978,"meters"
"43088",c(-103.735833, 19.970556),2385,"meters"
"43089",c(-103.975833, 19.44),1684,"meters"
"43090",c(-104.135278, 19.434722),1150,"meters"
"43091",c(-104.272222, 19.6125),1751,"meters"
"43092",c(-104.208333, 19.558333),1928,"meters"
"43093",c(-104.191639, 19.560972),2159,"meters"
"43094",c(-104.150167, 19.556),2304,"meters"
"43095",c(-104.467222, 20.253889),1665,"meters"
"43096",c(-103.970833, 19.536111),1715,"meters"
"43097",c(-104.367778, 19.668611),1135,"meters"
"43098",c(-104.402778, 19.591667),881,"meters"
"43099",c(-104.208333, 19.608333),1765,"meters"
"43100",c(-103.855833, 19.378611),1442,"meters"
"43101",c(-103.916667, 19.476111),1978,"meters"
"43102",c(-104.241667, 19.558333),1928,"meters"
"43103",c(-104.263889, 19.5875),1751,"meters"
"43104",c(-104.204167, 19.55),1928,"meters"
"43105",c(-103.954167, 19.458333),1912,"meters"
"43106",c(-104.125, 19.593333),1874,"meters"
"43107",c(-104.287222, 19.590278),1652,"meters"
"43108",c(-104.325, 19.658333),1445,"meters"
"43109",c(-104.169444, 19.472222),1450,"meters"
"43110",c(-104.275, 19.541667),1683,"meters"
"43111",c(-104.241667, 19.559444),1928,"meters"
"43112",c(-104.217778, 19.511944),1751,"meters"
"43113",c(-104.680737, 19.522677),433,"meters"
"43114",c(-104.238889, 19.554444),1928,"meters"
"43115",c(-104.158333, 19.480556),1607,"meters"
"43116",c(-104.241667, 19.508333),1751,"meters"
"43117",c(-104.191667, 19.491667),1450,"meters"
"43118",c(-96.839722, 18.131111),1639,"meters"
"43119",c(-96.854917, 18.156639),1437,"meters"
"43120",c(-96.855333, 18.157833),1437,"meters"
"43121",c(-96.992278, 18.157111),2101,"meters"
"43122",c(-96.856417, 18.161972),1437,"meters"
"43123",c(-96.875778, 18.066306),1614,"meters"
"43124",c(-96.8875, 18.075),1780,"meters"
"43125",c(-96.852833, 18.149611),1639,"meters"
"43126",c(-96.843556, 18.169639),1437,"meters"
"43127",c(-96.856417, 18.161972),1437,"meters"
"43128",c(-96.858222, 18.178056),1437,"meters"
"43129",c(-97.001889, 18.171972),2007,"meters"
"43130",c(-96.856417, 18.161972),1437,"meters"
"43131",c(-96.963389, 18.1355),2131,"meters"
"43132",c(-96.849722, 18.153444),1639,"meters"
"43133",c(-97.001917, 18.171778),2007,"meters"
"43134",c(-96.858667, 18.165194),1437,"meters"
"43135",c(-96.854917, 18.156639),1437,"meters"
"43136",c(-97.003111, 18.168278),2007,"meters"
"43137",c(-96.879556, 18.069028),1614,"meters"
"43138",c(-96.926051, 17.908333),978,"meters"
"43139",c(-96.926925, 17.908604),978,"meters"
"43140",c(-96.926773, 17.905513),978,"meters"
"43141",c(-96.925186, 17.906409),978,"meters"
"43142",c(-96.926051, 17.908333),978,"meters"
"43143",c(-96.924639, 17.906421),978,"meters"
"43144",c(-96.925186, 17.906409),978,"meters"
"43145",c(-96.926773, 17.905513),978,"meters"
"43146",c(-96.926051, 17.908333),978,"meters"
"43147",c(-96.926051, 17.908333),978,"meters"
"43148",c(-96.925186, 17.906409),978,"meters"
"43149",c(-96.926773, 17.905513),978,"meters"
"43150",c(-96.926051, 17.908333),978,"meters"
"43151",c(-96.924639, 17.906421),978,"meters"
"43152",c(-96.926925, 17.908604),978,"meters"
"43153",c(-99.618611, 18.581111),1959,"meters"
"43154",c(-99.803333, 17.681667),2091,"meters"
"43155",c(-99.78, 17.713889),1904,"meters"
"43156",c(-99.795833, 17.585833),2019,"meters"
"43157",c(-99.786944, 17.713333),1904,"meters"
"43158",c(-99.78, 17.585278),2019,"meters"
"43159",c(-99.845833, 17.656944),2226,"meters"
"43160",c(-99.892222, 17.547222),1794,"meters"
"43161",c(-99.743333, 17.848889),1640,"meters"
"43162",c(-99.784722, 18.574444),2137,"meters"
"43163",c(-99.836667, 17.650833),2346,"meters"
"43164",c(-99.738611, 17.847222),1640,"meters"
"43165",c(-99.760278, 18.6125),2266,"meters"
"43166",c(-99.610278, 18.596389),1959,"meters"
"43167",c(-99.756389, 18.635556),2228,"meters"
"43168",c(-99.816667, 17.6625),2091,"meters"
"43169",c(-99.819722, 17.613889),2346,"meters"
"43170",c(-99.871389, 17.67),2226,"meters"
"43171",c(-99.775, 17.714444),1904,"meters"
"43172",c(-99.845833, 17.670833),2226,"meters"
"43173",c(-99.714722, 18.538056),2299,"meters"
"43174",c(-99.889722, 17.698333),2094,"meters"
"43175",c(-99.601944, 18.561111),1987,"meters"
"43176",c(-99.619444, 18.566944),1987,"meters"
"43177",c(-99.810278, 18.628056),1957,"meters"
"43178",c(-99.738333, 17.635556),1587,"meters"
"43179",c(-99.4775, 17.764444),1344,"meters"
"43180",c(-99.776111, 17.868889),1108,"meters"
"43181",c(-99.701944, 17.659167),1340,"meters"
"43182",c(-99.654444, 17.640833),1470,"meters"
"43183",c(-99.486111, 17.795556),1300,"meters"
"43184",c(-99.638611, 17.812778),1287,"meters"
"43185",c(-99.600833, 17.856389),873,"meters"
"43186",c(-99.634722, 17.695833),1185,"meters"
"43187",c(-99.761389, 17.613333),1897,"meters"
"43188",c(-99.474722, 18.500556),1810,"meters"
"43189",c(-99.682778, 17.866667),1419,"meters"
"43190",c(-99.928611, 17.64),1581,"meters"
"43191",c(-99.727778, 17.386111),789,"meters"
"43192",c(-99.687778, 17.853333),1649,"meters"
"43193",c(-99.558333, 18.539167),1826,"meters"
"43194",c(-99.551389, 18.600556),1712,"meters"
"43195",c(-99.590833, 17.600556),1636,"meters"
"43196",c(-99.485833, 17.730278),1408,"meters"
"43197",c(-99.756667, 17.626667),1587,"meters"
"43198",c(-99.764167, 17.845),1363,"meters"
"43199",c(-99.755278, 17.861111),1640,"meters"
"43200",c(-99.980556, 17.506111),2230,"meters"
"43201",c(-99.886944, 17.587778),1853,"meters"
"43202",c(-99.899167, 17.541667),1794,"meters"
"43203",c(-99.9325, 17.527222),1898,"meters"
"43204",c(-99.968333, 17.533333),1773,"meters"
"43205",c(-99.964444, 17.524722),1898,"meters"
"43206",c(-99.833889, 18.623056),1957,"meters"
"43207",c(-99.940278, 17.524444),1898,"meters"
"43208",c(-99.980556, 17.506111),2230,"meters"
"43209",c(-99.845833, 17.625),2381,"meters"
"43210",c(-99.704722, 18.6),2243,"meters"
"43211",c(-99.990556, 17.503056),2230,"meters"
"43212",c(-99.81, 17.589722),2508,"meters"
"43213",c(-99.825, 17.597222),2508,"meters"
"43214",c(-99.808889, 17.590278),2508,"meters"
"43215",c(-99.75, 17.5875),1854,"meters"
"43216",c(-99.819167, 17.594444),2508,"meters"
"43217",c(-99.983611, 17.505833),2230,"meters"
"43218",c(-99.779444, 18.585556),2266,"meters"
"43219",c(-99.813056, 17.615556),2346,"meters"
"43220",c(-99.772778, 17.558611),1911,"meters"
"43221",c(-99.745278, 17.541667),2006,"meters"
"43222",c(-99.975556, 17.502222),2230,"meters"
"43223",c(-99.620833, 18.595556),1959,"meters"
"43224",c(-99.631389, 18.579167),1959,"meters"
"43225",c(-99.836667, 17.650833),2346,"meters"
"43226",c(-99.794167, 17.590278),2019,"meters"
"43227",c(-100.031667, 17.519444),2418,"meters"
"43228",c(-99.714722, 18.538056),2299,"meters"
"43229",c(-99.841667, 17.611111),2508,"meters"
"43230",c(-99.813333, 17.585278),2508,"meters"
"43231",c(-99.778889, 18.622778),2263,"meters"
"43232",c(-99.836111, 17.595833),2508,"meters"
"43233",c(-99.756944, 18.631944),2228,"meters"
"43234",c(-99.811944, 17.665),2091,"meters"
"43235",c(-100.097778, 17.651944),1898,"meters"
"43236",c(-99.606667, 18.716944),1531,"meters"
"43237",c(-99.714722, 18.538056),2299,"meters"
"43238",c(-99.8786338, 17.5690503),2165,"meters"
"43239",c(-99.752222, 17.853889),1640,"meters"
"43240",c(-99.919444, 17.538889),1794,"meters"
"43241",c(-99.517778, 18.492222),1882,"meters"
"43242",c(-99.701944, 17.904722),1419,"meters"
"43243",c(-99.553889, 18.517222),1685,"meters"
"43244",c(-99.741389, 17.729444),1751,"meters"
"43245",c(-99.710278, 18.495833),2202,"meters"
"43246",c(-99.768056, 17.635),1897,"meters"
"43247",c(-99.764167, 17.845),1363,"meters"
"43248",c(-99.769167, 17.636667),1897,"meters"
"43249",c(-99.626111, 17.641667),1480,"meters"
"43250",c(-99.778889, 18.622778),2263,"meters"
"43251",c(-99.774444, 17.630278),1897,"meters"
"43252",c(-99.744167, 18.524722),2218,"meters"
"43253",c(-99.846667, 17.634444),2381,"meters"
"43254",c(-99.724444, 18.568333),2302,"meters"
"43255",c(-99.803333, 17.681667),2091,"meters"
"43256",c(-99.845833, 17.625),2381,"meters"
"43257",c(-99.82, 17.61),2508,"meters"
"43258",c(-99.838056, 17.651111),2346,"meters"
"43259",c(-99.618611, 18.581111),1959,"meters"
"43260",c(-99.781111, 17.7125),1904,"meters"
"43261",c(-99.679722, 18.587778),2243,"meters"
"43262",c(-100.126111, 17.6975),1427,"meters"
"43263",c(-99.806111, 17.677222),2091,"meters"
"43264",c(-99.975556, 17.502222),2230,"meters"
"43265",c(-99.779444, 18.585556),2266,"meters"
"43266",c(-99.894444, 17.544444),1794,"meters"
"43267",c(-99.715, 18.523056),2202,"meters"
"43268",c(-99.819167, 17.594444),2508,"meters"
"43269",c(-99.836111, 17.595833),2508,"meters"
"43270",c(-99.845833, 17.586111),2431,"meters"
"43271",c(-99.884167, 17.552778),2165,"meters"
"43272",c(-99.838889, 17.591667),2508,"meters"
"43273",c(-99.954167, 17.539444),1773,"meters"
"43274",c(-99.838889, 17.586667),2508,"meters"
"43275",c(-100.014444, 17.498056),2418,"meters"
"43276",c(-99.872222, 17.575),2431,"meters"
"43277",c(-99.856944, 17.575),2431,"meters"
"43278",c(-99.973611, 17.506667),2230,"meters"
"43279",c(-99.912778, 17.541667),1794,"meters"
"43280",c(-99.75, 17.5875),1854,"meters"
"43281",c(-100.048056, 17.460556),2370,"meters"
"43282",c(-99.819167, 17.594444),2508,"meters"
"43283",c(-99.891667, 17.605556),1853,"meters"
"43284",c(-99.7875, 17.593889),2019,"meters"
"43285",c(-99.892222, 17.547222),1794,"meters"
"43286",c(-99.772778, 17.558611),1911,"meters"
"43287",c(-99.757778, 17.561111),2006,"meters"
"43288",c(-99.776389, 17.619444),1897,"meters"
"43289",c(-99.891667, 17.507778),1661,"meters"
"43290",c(-99.881389, 17.553333),2165,"meters"
"43291",c(-99.860556, 17.573056),2431,"meters"
"43292",c(-99.824444, 17.595556),2508,"meters"
"43293",c(-99.803333, 17.681667),2091,"meters"
"43294",c(-99.870833, 17.566667),2165,"meters"
"43295",c(-100.065278, 17.412222),2501,"meters"
"43296",c(-99.819167, 17.594444),2508,"meters"
"43297",c(-99.871389, 17.67),2226,"meters"
"43298",c(-99.889722, 17.698333),2094,"meters"
"43299",c(-99.838056, 17.6425),2346,"meters"
"43300",c(-99.870833, 17.566667),2165,"meters"
"43301",c(-99.729167, 18.531944),2218,"meters"
"43302",c(-99.781111, 17.7125),1904,"meters"
"43303",c(-99.803333, 17.681667),2091,"meters"
"43304",c(-99.845833, 17.586111),2431,"meters"
"43305",c(-99.557222, 18.505),1685,"meters"
"43306",c(-99.613889, 17.644444),1480,"meters"
"43307",c(-99.597778, 17.630556),1480,"meters"
"43308",c(-99.777222, 17.623333),1897,"meters"
"43309",c(-99.980556, 17.506111),2230,"meters"
"43310",c(-99.756667, 17.626667),1587,"meters"
"43311",c(-99.845833, 17.656944),2226,"meters"
"43312",c(-99.764722, 17.629444),1897,"meters"
"43313",c(-99.806111, 17.677222),2091,"meters"
"43314",c(-99.708333, 17.633333),1479,"meters"
"43315",c(-99.738333, 17.635556),1587,"meters"
"43316",c(-99.845833, 17.625),2381,"meters"
"43317",c(-99.568611, 17.760833),943,"meters"
"43318",c(-99.78, 17.713889),1904,"meters"
"43319",c(-99.701944, 17.659167),1340,"meters"
"43320",c(-99.81, 17.673611),2091,"meters"
"43321",c(-99.964722, 17.53),1773,"meters"
"43322",c(-99.872222, 17.561111),2165,"meters"
"43323",c(-99.754167, 17.856944),1640,"meters"
"43324",c(-99.755278, 17.861111),1640,"meters"
"43325",c(-99.963611, 17.518889),1898,"meters"
"43326",c(-99.606667, 18.716944),1531,"meters"
"43327",c(-99.666667, 18.560278),2181,"meters"
"43328",c(-99.873056, 17.456389),1093,"meters"
"43329",c(-99.964722, 17.53),1773,"meters"
"43330",c(-99.968333, 17.533333),1773,"meters"
"43331",c(-99.9325, 17.527222),1898,"meters"
"43332",c(-99.618611, 18.581111),1959,"meters"
"43333",c(-99.620833, 18.595556),1959,"meters"
"43334",c(-99.997222, 17.494444),2230,"meters"
"43335",c(-99.946667, 17.526667),1898,"meters"
"43336",c(-99.704722, 18.6),2243,"meters"
"43337",c(-99.679444, 18.5875),2243,"meters"
"43338",c(-99.654167, 18.585833),2142,"meters"
"43339",c(-99.016944, 17.493611),1885,"meters"
"43340",c(-99.838889, 17.586667),2508,"meters"
"43341",c(-99.919444, 17.5875),1853,"meters"
"43342",c(-99.778056, 18.630833),2263,"meters"
"43343",c(-99.845833, 17.625),2381,"meters"
"43344",c(-99.618611, 18.581111),1959,"meters"
"43345",c(-99.934722, 17.538889),1773,"meters"
"43346",c(-99.641667, 18.583333),2142,"meters"
"43347",c(-99.825, 17.597222),2508,"meters"
"43348",c(-99.757778, 17.561111),2006,"meters"
"43349",c(-99.601944, 18.561111),1987,"meters"
"43350",c(-99.785556, 18.660833),2130,"meters"
"43351",c(-100.054444, 17.45),2456,"meters"
"43352",c(-99.870833, 17.566667),2165,"meters"
"43353",c(-99.778889, 18.622778),2263,"meters"
"43354",c(-99.791667, 18.625),2263,"meters"
"43355",c(-100.029167, 17.491667),2418,"meters"
"43356",c(-99.856944, 17.575),2431,"meters"
"43357",c(-99.819167, 17.594444),2508,"meters"
"43358",c(-100.013889, 17.505833),2418,"meters"
"43359",c(-99.791667, 18.618889),2263,"meters"
"43360",c(-99.838889, 17.586667),2508,"meters"
"43361",c(-99.7875, 18.635833),2263,"meters"
"43362",c(-99.78, 17.713889),1904,"meters"
"43363",c(-99.836667, 17.650833),2346,"meters"
"43364",c(-99.803333, 17.681667),2091,"meters"
"43365",c(-99.836667, 17.650833),2346,"meters"
"43366",c(-99.659722, 18.557222),2181,"meters"
"43367",c(-99.704722, 18.6),2243,"meters"
"43368",c(-99.629167, 18.558333),1987,"meters"
"43369",c(-99.845833, 17.670833),2226,"meters"
"43370",c(-99.650833, 18.6625),1560,"meters"
"43371",c(-99.836111, 17.595833),2508,"meters"
"43372",c(-99.676944, 17.6375),1479,"meters"
"43373",c(-99.682778, 17.866667),1419,"meters"
"43374",c(-99.695833, 17.703611),1477,"meters"
"43375",c(-99.634722, 17.695833),1185,"meters"
"43376",c(-99.766111, 17.625556),1897,"meters"
"43377",c(-99.510278, 18.489444),1811,"meters"
"43378",c(-99.638611, 17.812778),1287,"meters"
"43379",c(-99.661111, 18.556389),2181,"meters"
"43380",c(-99.752222, 17.853889),1640,"meters"
"43381",c(-99.710278, 18.495833),2202,"meters"
"43382",c(-99.618611, 18.585833),1959,"meters"
"43383",c(-99.701944, 18.552222),2299,"meters"
"43384",c(-99.777222, 17.623333),1897,"meters"
"43385",c(-99.845833, 17.586111),2431,"meters"
"43386",c(-99.556944, 17.879444),648,"meters"
"43387",c(-100.027032, 17.514169),2418,"meters"
"43388",c(-100.013889, 17.505833),2418,"meters"
"43389",c(-99.776389, 17.619444),1897,"meters"
"43390",c(-99.016944, 17.493611),1885,"meters"
"43391",c(-99.733056, 17.558889),2006,"meters"
"43392",c(-99.881389, 17.553333),2165,"meters"
"43393",c(-99.871111, 17.574444),2431,"meters"
"43394",c(-99.634722, 17.695833),1185,"meters"
"43395",c(-99.6725, 17.860278),1270,"meters"
"43396",c(-99.775, 17.714444),1904,"meters"
