,Cleaned_NAMES-USE-THIS,Determination_HIST_PIPED,code,fastQ.file.name,Specimen.CODE,singleTip,subgenus,section,clade,lociRetained-2018-07,collectionDate,collectors,CollNum,Georeference_source,country-georef,state_province_georef,County_georef,City_georef,site,livingCollectionsNumber,OrigSourceInfo,Original.Source-.Cultivated,latitude_georef,longitude_georef,voucher1,MOR_Acc_Num,SRA_bioproject_accession,SRA_biosample_accession,SRA_library_ID,SRA_filename,SRA_Run_Accession_RADseq,SRA_Publication,SRA_SEQUENCES.USED.IN,tip
OAKMOR001159,Quercus sideroxyla,Quercus sideroxyla,OAKMOR001159,OAK-MOR-001159,QUE001995,FALSE,subg. Quercus,Lobatae,Erythromexicana,5207,42923,"Andrew L. Hipp, Socorro González-Elizondo, Karen Rostro-Muro, Leslie Martínez-Rubí, Jorge Noriega-Villa, Arturo Castro-Castro, Zazil López-Dellamary, O. Huerta-Galván",2017106,wild collected- GPS,Mexico,Durango,Canelas,,Stop 1- roadside,,,F,25.04425,-106.26861,The Morton Arboretum (MOR),unmounted at MOR,PRJNA376740,SAMN11229718,OAK-MOR-001159,OAK-MOR-001159.fq.gz,SRR8860578,"Hipp et al., 2019 (Oaks of the World)","Hipp et al., 2019 (Oaks of the World)",Quercus_sideroxyla|Mexico|Durango|2017106|QUE001995
OAKMOR001160,Quercus jonesii,Quercus jonesii,OAKMOR001160,OAK-MOR-001160,QUE001996,FALSE,subg. Quercus,Lobatae,Erythromexicana,4537,42923,"Andrew L. Hipp, Socorro González-Elizondo, Karen Rostro-Muro, Leslie Martínez-Rubí, Jorge Noriega-Villa, Arturo Castro-Castro, Zazil López-Dellamary, O. Huerta-Galván",2017107,wild collected- GPS,Mexico,Durango,Canelas,,Along roadside,,,F,25.04425,-106.26861,The Morton Arboretum (MOR),unmounted at MOR,PRJNA376740,SAMN11229630,OAK-MOR-001160,OAK-MOR-001160.fq.gz,SRR8860512,"Hipp et al., 2019 (Oaks of the World)","Hipp et al., 2019 (Oaks of the World)",Quercus_jonesii|Mexico|Durango|2017107|QUE001996
OAKMOR001161,Quercus brachystachys,"Quercus aff. Crassifolia|Quercus crassifolia ""mesica""|Quercus brachystachys",OAKMOR001161,OAK-MOR-001161,QUE001997,1,subg. Quercus,Lobatae,Erythromexicana,5733,42923,"Andrew L. Hipp, Socorro González-Elizondo, Karen Rostro-Muro, Leslie Martínez-Rubí, Jorge Noriega-Villa, Arturo Castro-Castro, Zazil López-Dellamary, O. Huerta-Galván",2017108,wild collected- GPS,Mexico,Durango,Canelas,,Site 3,,,F,25.1221,-106.4885,The Morton Arboretum (MOR),unmounted at MOR,PRJNA376740,SAMN11229540,OAK-MOR-001161,OAK-MOR-001161.fq.gz,SRR8860553,"Hipp et al., 2019 (Oaks of the World)","Hipp et al., 2019 (Oaks of the World)",Quercus_brachystachys|Mexico|Durango|2017108|QUE001997
OAKMOR001170,Quercus subspathulata,"Quercus resinosa|Quercus subspathulata, new var.?|Quercus aff. Subspathulata",OAKMOR001170,OAK-MOR-001170,QUE002006,0,subg. Quercus,Quercus,Leucomexicana,4775,42923,"Andrew L. Hipp, Socorro González-Elizondo, Karen Rostro-Muro, Leslie Martínez-Rubí, Jorge Noriega-Villa, Arturo Castro-Castro, Zazil López-Dellamary, O. Huerta-Galván",2017117,wild collected- GPS,Mexico,Durango,Canelas,,Roadside stop,,,F,25.13102,-106.5311,The Morton Arboretum (MOR),unmounted at MOR,PRJNA376740,SAMN11229734,OAK-MOR-001170,OAK-MOR-001170.fq.gz,SRR8860531,"Hipp et al., 2019 (Oaks of the World)","Hipp et al., 2019 (Oaks of the World)",Quercus_subspathulata|Mexico|Durango|2017117|QUE002006
OAKMOR001176,Quercus nudinervis,Quercus magnoliifolia|Quercus nudinervis vel. Aff.,OAKMOR001176,OAK-MOR-001176,QUE002013,1,subg. Quercus,Quercus,Leucomexicana,4531,42924,"Andrew L. Hipp, Socorro González-Elizondo, Karen Rostro-Muro, Leslie Martínez-Rubí, Jorge Noriega-Villa, Arturo Castro-Castro, Zazil López-Dellamary, O. Huerta-Galván, Ignacio Vizcarra",2017124,wild collected- GPS,Mexico,Durango,Canelas,,,,,F,25.106,-106.67114,The Morton Arboretum (MOR),unmounted at MOR,PRJNA376740,SAMN11229658,OAK-MOR-001176,OAK-MOR-001176.fq.gz,SRR8860725,"Hipp et al., 2019 (Oaks of the World)","Hipp et al., 2019 (Oaks of the World)",Quercus_nudinervis|Mexico|Durango|2017124|QUE002013
OAKMOR001177,Quercus gentryi,Quercus cf. gentryi| Quercus gentryi,OAKMOR001177,OAK-MOR-001177,QUE002014,0,subg. Quercus,Lobatae,Erythromexicana,4802,42924,"Andrew L. Hipp, Socorro González-Elizondo, Karen Rostro-Muro, Leslie Martínez-Rubí, Jorge Noriega-Villa, Arturo Castro-Castro, Zazil López-Dellamary, O. Huerta-Galván, Ignacio Vizcarra",2017125,NA-Wild collected,Mexico,Durango,Canelas,,,,,F,25.10503,-106.67099,The Morton Arboretum (MOR),unmounted at MOR,PRJNA376740,SAMN11229607,OAK-MOR-001177,OAK-MOR-001177.fq.gz,SRR8860570,"Hipp et al., 2019 (Oaks of the World)","Hipp et al., 2019 (Oaks of the World)",Quercus_gentryi|Mexico|Durango|2017125|QUE002014
OAKMOR001181,Quercus subspathulata,Quercus subspathulata|Quercus aff. Subspathulata|Quercus subspathulata new variety?,OAKMOR001181,OAK-MOR-001181,QUE002018,1,subg. Quercus,Quercus,Leucomexicana,4519,42924,"Andrew L. Hipp, Socorro González-Elizondo, Karen Rostro-Muro, Leslie Martínez-Rubí, Jorge Noriega-Villa, Arturo Castro-Castro, Zazil López-Dellamary, O. Huerta-Galván, Ignacio Vizcarra",2017129,wild collected- GPS,Mexico,Durango,Canelas,,,,,F,25.09413,-106.66359,The Morton Arboretum (MOR),unmounted at MOR,PRJNA376740,SAMN11229735,OAK-MOR-001181,OAK-MOR-001181.fq.gz,SRR8860749,"Hipp et al., 2019 (Oaks of the World)","Hipp et al., 2019 (Oaks of the World)",Quercus_subspathulata|Mexico|Durango|2017129|QUE002018
OAKMOR001182,Quercus arizonica,Quercus castanea|Quercus aff. Laeta|Quercus arizonica-stellate-glandular,OAKMOR001182,OAK-MOR-001182,QUE002019,0,subg. Quercus,Quercus,Leucomexicana,3415,42924,"Andrew L. Hipp, Socorro González-Elizondo, Karen Rostro-Muro, Leslie Martínez-Rubí, Jorge Noriega-Villa, Arturo Castro-Castro, Zazil López-Dellamary, O. Huerta-Galván, Ignacio Vizcarra",2017130,wild collected- GPS,Mexico,Durango,Canelas,,,,,F,25.09028,-106.61868,The Morton Arboretum (MOR),unmounted at MOR,PRJNA376740,SAMN11229535,OAK-MOR-001182,OAK-MOR-001182.fq.gz,SRR8860554,"Hipp et al., 2019 (Oaks of the World)","Hipp et al., 2019 (Oaks of the World)",Quercus_arizonica|Mexico|Durango|2017130|QUE002019
OAKMOR001184,Quercus mcvaughii,Quercus mcvaughii,OAKMOR001184,OAK-MOR-001184,QUE002021,1,subg. Quercus,Lobatae,Erythromexicana,5573,42925,"Andrew L. Hipp, Socorro González-Elizondo, Karen Rostro-Muro, Leslie Martínez-Rubí, Jorge Noriega-Villa, Arturo Castro-Castro, Zazil López-Dellamary, O. Huerta-Galván",2017132,wild collected- GPS,Mexico,Durango,Santiago Papasquiaro,,,,,F,25.10223,-106.1088,The Morton Arboretum (MOR),unmounted at MOR,PRJNA376740,SAMN11229657,OAK-MOR-001184,OAK-MOR-001184.fq.gz,SRR8860726,"Hipp et al., 2019 (Oaks of the World)","Hipp et al., 2019 (Oaks of the World)",Quercus_mcvaughii|Mexico|Durango|2017132|QUE002021
OAKMOR001185,Quercus rugosa,Quercus rugosa,OAKMOR001185,OAK-MOR-001185,QUE002022,0,subg. Quercus,Quercus,Leucomexicana,4473,42925,"Andrew L. Hipp, Socorro González-Elizondo, Karen Rostro-Muro, Leslie Martínez-Rubí, Jorge Noriega-Villa, Arturo Castro-Castro, Zazil López-Dellamary, O. Huerta-Galván",2017133,wild collected- GPS,Mexico,Durango,Santiago Papasquiaro,,,,,F,25.10223,-106.1088,The Morton Arboretum (MOR),unmounted at MOR,PRJNA376740,SAMN11229706,OAK-MOR-001185,OAK-MOR-001185.fq.gz,SRR8860619,"Hipp et al., 2019 (Oaks of the World)","Hipp et al., 2019 (Oaks of the World)",Quercus_rugosa|Mexico|Durango|2017133|QUE002022
OAKMOR001186,Quercus sideroxyla,Quercus sideroxyla,OAKMOR001186,OAK-MOR-001186,QUE002023,1,subg. Quercus,Lobatae,Erythromexicana,5421,42925,"Andrew L. Hipp, Socorro González-Elizondo, Karen Rostro-Muro, Leslie Martínez-Rubí, Jorge Noriega-Villa, Arturo Castro-Castro, Zazil López-Dellamary, O. Huerta-Galván",2017134,wild collected- GPS,Mexico,Durango,Santiago Papasquiaro,,,,,F,25.10223,-106.1088,The Morton Arboretum (MOR),unmounted at MOR,PRJNA376740,SAMN11229719,OAK-MOR-001186,OAK-MOR-001186.fq.gz,SRR8860575,"Hipp et al., 2019 (Oaks of the World)","Hipp et al., 2019 (Oaks of the World)",Quercus_sideroxyla|Mexico|Durango|2017134|QUE002023
OAKMOR1224,Quercus depressipes,Quercus depressipes,OAKMOR1224,OAK-MOR-1224,QUE002026,0,subg. Quercus,Quercus,Leucomexicana,4581,42925,"Andrew L. Hipp, Socorro González-Elizondo, Karen Rostro-Muro, Leslie Martínez-Rubí, Jorge Noriega-Villa, Arturo Castro-Castro, Zazil López-Dellamary, O. Huerta-Galván",2017137,wild collected- GPS,Mexico,Durango,Tepehuanes,,,,,F,25.13978,-106.03391,The Morton Arboretum (MOR),unmounted at MOR,PRJNA376740,SAMN11229575,OAK-MOR-1224,OAK-MOR-1224.fq.gz,SRR8860683,"Hipp et al., 2019 (Oaks of the World)","Hipp et al., 2019 (Oaks of the World)",Quercus_depressipes|Mexico|Durango|2017137|QUE002026
OAKMOR001191,Quercus striatula,Quercus striatula,OAKMOR001191,OAK-MOR-001191,QUE002028,0,subg. Quercus,Quercus,Leucomexicana,4068,42925,"Andrew L. Hipp, Socorro González-Elizondo, Karen Rostro-Muro, Leslie Martínez-Rubí, Jorge Noriega-Villa, Arturo Castro-Castro, Zazil López-Dellamary, O. Huerta-Galván",2017139,wild collected- GPS,Mexico,Durango,Tepehuanes,,,,,F,25.15818,-105.94018,The Morton Arboretum (MOR),unmounted at MOR,PRJNA376740,SAMN11229724,OAK-MOR-001191,OAK-MOR-001191.fq.gz,SRR8860582,"Hipp et al., 2019 (Oaks of the World)","Hipp et al., 2019 (Oaks of the World)",Quercus_striatula|Mexico|Durango|2017139|QUE002028
OAKMOR001199,Quercus emoryi,Quercus aff. emoryi,OAKMOR001199,OAK-MOR-001199,QUE002036,0,subg. Quercus,Lobatae,Erythromexicana,6645,42925,"Andrew L. Hipp, Socorro González-Elizondo, Karen Rostro-Muro, Leslie Martínez-Rubí, Jorge Noriega-Villa, Arturo Castro-Castro, Zazil López-Dellamary, O. Huerta-Galván",2017148,wild collected- GPS,Mexico,Durango,Tepehuanes,,,,,F,25.29538,-105.83502,The Morton Arboretum (MOR),unmounted at MOR,PRJNA376740,SAMN11229509,OAK-MOR-001199,OAK-MOR-001199.fq.gz,SRR8860739,"Hipp et al., 2019 (Oaks of the World)","Hipp et al., 2019 (Oaks of the World)",Quercus_emoryi|Mexico|Durango|2017148|QUE002036
OAKMOR001200,Quercus emoryi,Quercus aff. emoryi,OAKMOR001200,OAK-MOR-001200,QUE002037,0,subg. Quercus,Lobatae,Erythromexicana,6228,42925,"Andrew L. Hipp, Socorro González-Elizondo, Karen Rostro-Muro, Leslie Martínez-Rubí, Jorge Noriega-Villa, Arturo Castro-Castro, Zazil López-Dellamary, O. Huerta-Galván",2017149,wild collected- GPS,Mexico,Durango,Tepehuanes,,,,,F,25.29538,-105.83502,The Morton Arboretum (MOR),unmounted at MOR,PRJNA376740,SAMN11229510,OAK-MOR-001200,OAK-MOR-001200.fq.gz,SRR8860742,"Hipp et al., 2019 (Oaks of the World)","Hipp et al., 2019 (Oaks of the World)",Quercus_emoryi|Mexico|Durango|2017149|QUE002037
OAKMOR001202,Quercus chihuahuensis,Quercus chihuahuensis|Quercus chihuahuensis,OAKMOR001202,OAK-MOR-001202,QUE002039,0,subg. Quercus,Quercus,Leucomexicana,4004,42926,"Andrew L. Hipp, Socorro González-Elizondo, Karen Rostro-Muro, Leslie Martínez-Rubí, Jorge Noriega-Villa, Arturo Castro-Castro, Zazil López-Dellamary, O. Huerta-Galván",2017151,wild collected- GPS,Mexico,Durango,Santiago Papasquiaro,,,,,F,25.0583,-105.34233,The Morton Arboretum (MOR),unmounted at MOR,PRJNA376740,SAMN11229561,OAK-MOR-001202,OAK-MOR-001202.fq.gz,SRR8860705,"Hipp et al., 2019 (Oaks of the World)","Hipp et al., 2019 (Oaks of the World)",Quercus_chihuahuensis|Mexico|Durango|2017151|QUE002039
